ts_hour,wind_speed_mps,wind_gust_mps,rain_mm,visibility_km,storm_flag
2025-04-20 05:00:00,3.04,7.39,0.0,11.66,0
2025-04-20 06:00:00,3.94,4.71,0.0,12.42,0
2025-04-20 07:00:00,2.2,2.7,0.0,12.23,0
2025-04-20 08:00:00,4.07,7.05,0.0,12.79,0
2025-04-20 09:00:00,2.83,4.02,0.0,12.31,0
2025-04-20 10:00:00,3.95,6.87,0.0,11.53,0
2025-04-20 11:00:00,3.71,4.31,0.0,12.61,0
2025-04-20 12:00:00,2.21,3.7,0.0,10.9,0
2025-04-20 13:00:00,0.25,3.69,0.0,12.78,0
2025-04-20 14:00:00,2.23,2.73,0.0,11.39,0
2025-04-20 15:00:00,0.62,2.42,0.0,10.16,0
2025-04-20 16:00:00,2.33,4.67,0.0,12.44,0
2025-04-20 17:00:00,1.84,2.98,0.0,11.75,0
2025-04-20 18:00:00,1.42,3.71,0.0,12.94,0
2025-04-20 19:00:00,0.6,2.62,0.0,12.77,0
2025-04-20 20:00:00,3.66,6.3,0.0,11.21,0
2025-04-20 21:00:00,1.81,6.02,0.0,13.22,0
2025-04-20 22:00:00,5.35,10.56,0.0,10.49,0
2025-04-20 23:00:00,2.76,5.31,0.0,12.37,0
2025-04-21 00:00:00,3.37,5.24,0.0,13.14,0
2025-04-21 01:00:00,3.2,5.73,0.0,11.19,0
2025-04-21 02:00:00,3.76,5.48,0.0,13.69,0
2025-04-21 03:00:00,4.83,5.33,0.0,12.13,0
2025-04-21 04:00:00,4.97,6.91,0.0,12.3,0
2025-04-21 05:00:00,1.6,4.9,0.0,12.94,0
2025-04-21 06:00:00,4.78,5.28,0.0,12.33,0
2025-04-21 07:00:00,4.32,5.14,0.0,10.94,0
2025-04-21 08:00:00,3.69,4.99,1.42,8.93,0
2025-04-21 09:00:00,5.57,8.02,0.0,11.22,0
2025-04-21 10:00:00,5.45,10.31,0.0,11.29,0
2025-04-21 11:00:00,4.24,5.27,0.0,11.24,0
2025-04-21 12:00:00,2.3,4.41,0.0,11.49,0
2025-04-21 13:00:00,1.31,3.32,0.0,9.72,0
2025-04-21 14:00:00,3.46,5.09,0.0,11.05,0
2025-04-21 15:00:00,4.02,5.96,0.0,12.44,0
2025-04-21 16:00:00,0.2,1.64,0.0,12.83,0
2025-04-21 17:00:00,3.48,8.77,0.0,11.42,0
2025-04-21 18:00:00,1.84,4.74,0.0,12.55,0
2025-04-21 19:00:00,0.2,1.65,0.0,9.93,0
2025-04-21 20:00:00,2.82,6.24,0.0,12.22,0
2025-04-21 21:00:00,3.48,5.78,0.0,12.95,0
2025-04-21 22:00:00,2.13,4.2,0.0,12.41,0
2025-04-21 23:00:00,1.47,3.26,0.0,11.98,0
2025-04-22 00:00:00,5.03,6.73,0.0,9.96,0
2025-04-22 01:00:00,2.38,2.92,0.0,13.51,0
2025-04-22 02:00:00,4.77,5.27,0.0,13.55,0
2025-04-22 03:00:00,1.73,4.17,0.83,12.27,0
2025-04-22 04:00:00,4.17,5.94,0.0,13.07,0
2025-04-22 05:00:00,4.22,7.27,0.0,12.0,0
2025-04-22 06:00:00,4.83,5.76,0.0,12.61,0
2025-04-22 07:00:00,5.54,6.22,0.0,12.67,0
2025-04-22 08:00:00,2.69,5.63,0.0,11.95,0
2025-04-22 09:00:00,4.17,5.81,0.0,11.34,0
2025-04-22 10:00:00,1.74,4.77,0.0,12.7,0
2025-04-22 11:00:00,1.53,3.57,0.0,13.5,0
2025-04-22 12:00:00,2.28,6.54,1.27,12.55,0
2025-04-22 13:00:00,3.26,6.17,0.0,12.27,0
2025-04-22 14:00:00,4.59,7.08,0.0,12.21,0
2025-04-22 15:00:00,4.64,7.6,0.0,12.26,0
2025-04-22 16:00:00,1.86,3.53,0.0,10.17,0
2025-04-22 17:00:00,2.57,3.07,0.0,11.91,0
2025-04-22 18:00:00,3.31,5.74,0.0,11.83,0
2025-04-22 19:00:00,3.12,7.45,0.0,11.03,0
2025-04-22 20:00:00,2.08,2.58,0.0,12.84,0
2025-04-22 21:00:00,2.5,5.07,0.0,12.23,0
2025-04-22 22:00:00,2.45,2.95,0.0,9.91,0
2025-04-22 23:00:00,2.52,4.49,0.0,12.19,0
2025-04-23 00:00:00,2.6,4.69,0.0,13.02,0
2025-04-23 01:00:00,3.07,5.97,0.0,11.52,0
2025-04-23 02:00:00,2.92,5.17,0.0,11.18,0
2025-04-23 03:00:00,2.21,5.86,0.0,10.97,0
2025-04-23 04:00:00,4.73,8.13,0.0,12.08,0
2025-04-23 05:00:00,4.4,6.16,0.0,11.42,0
2025-04-23 06:00:00,6.06,9.37,0.0,10.82,0
2025-04-23 07:00:00,4.22,5.85,0.0,13.3,0
2025-04-23 08:00:00,3.2,4.62,4.89,10.45,0
2025-04-23 09:00:00,2.82,3.38,0.0,11.58,0
2025-04-23 10:00:00,3.46,7.04,0.0,13.34,0
2025-04-23 11:00:00,3.88,5.52,0.0,12.22,0
2025-04-23 12:00:00,2.71,3.21,0.0,11.89,0
2025-04-23 13:00:00,1.04,3.69,0.0,12.17,0
2025-04-23 14:00:00,1.72,3.2,0.0,11.58,0
2025-04-23 15:00:00,2.46,4.1,0.0,11.89,0
2025-04-23 16:00:00,3.2,4.92,0.0,12.47,0
2025-04-23 17:00:00,0.45,2.05,0.0,13.35,0
2025-04-23 18:00:00,2.52,7.8,0.0,11.56,0
2025-04-23 19:00:00,2.5,6.49,0.0,12.5,0
2025-04-23 20:00:00,1.77,4.61,0.0,10.82,0
2025-04-23 21:00:00,1.74,4.03,0.0,12.4,0
2025-04-23 22:00:00,1.72,5.08,0.0,13.44,0
2025-04-23 23:00:00,2.97,5.26,0.0,12.02,0
2025-04-24 00:00:00,4.39,7.37,0.0,11.54,0
2025-04-24 01:00:00,4.68,7.35,0.0,11.57,0
2025-04-24 02:00:00,2.09,4.24,0.0,12.39,0
2025-04-24 03:00:00,3.38,6.51,0.0,12.05,0
2025-04-24 04:00:00,1.1,2.59,0.0,11.68,0
2025-04-24 05:00:00,3.94,6.01,0.0,12.52,0
2025-04-24 06:00:00,4.55,5.38,0.0,11.3,0
2025-04-24 07:00:00,5.69,6.66,0.0,12.69,0
2025-04-24 08:00:00,1.58,2.08,0.0,11.75,0
2025-04-24 09:00:00,2.3,4.84,0.0,12.53,0
2025-04-24 10:00:00,3.61,6.49,0.0,12.67,0
2025-04-24 11:00:00,1.3,4.6,0.0,10.45,0
2025-04-24 12:00:00,3.24,3.92,0.0,11.94,0
2025-04-24 13:00:00,3.58,6.1,0.0,10.78,0
2025-04-24 14:00:00,1.1,3.1,0.0,10.62,0
2025-04-24 15:00:00,2.63,5.51,0.0,11.81,0
2025-04-24 16:00:00,0.89,2.11,0.0,12.25,0
2025-04-24 17:00:00,3.91,5.51,0.0,10.76,0
2025-04-24 18:00:00,2.48,2.98,0.0,12.22,0
2025-04-24 19:00:00,1.49,2.63,3.43,10.1,0
2025-04-24 20:00:00,0.86,2.86,0.0,12.05,0
2025-04-24 21:00:00,2.94,5.15,0.0,14.02,0
2025-04-24 22:00:00,4.27,4.77,0.0,11.75,0
2025-04-24 23:00:00,1.9,3.29,0.0,11.09,0
2025-04-25 00:00:00,2.54,4.73,0.0,11.99,0
2025-04-25 01:00:00,2.37,6.06,0.0,11.85,0
2025-04-25 02:00:00,5.33,6.32,0.0,11.72,0
2025-04-25 03:00:00,1.34,3.93,0.0,12.03,0
2025-04-25 04:00:00,5.3,6.63,0.0,11.85,0
2025-04-25 05:00:00,3.39,4.85,0.0,11.01,0
2025-04-25 06:00:00,3.78,4.73,0.0,12.66,0
2025-04-25 07:00:00,3.43,4.18,0.0,13.05,0
2025-04-25 08:00:00,4.05,5.48,0.0,11.7,0
2025-04-25 09:00:00,2.76,6.01,0.0,12.28,0
2025-04-25 10:00:00,4.74,5.83,0.0,10.36,0
2025-04-25 11:00:00,4.59,5.5,0.0,11.99,0
2025-04-25 12:00:00,1.89,4.14,0.0,13.54,0
2025-04-25 13:00:00,3.66,5.67,0.0,12.64,0
2025-04-25 14:00:00,2.24,4.16,0.0,12.12,0
2025-04-25 15:00:00,2.56,4.87,0.0,11.96,0
2025-04-25 16:00:00,4.2,4.99,0.0,11.76,0
2025-04-25 17:00:00,1.48,2.41,0.0,12.34,0
2025-04-25 18:00:00,3.38,6.56,0.0,12.82,0
2025-04-25 19:00:00,2.84,4.67,0.0,11.6,0
2025-04-25 20:00:00,2.14,4.86,0.0,12.6,0
2025-04-25 21:00:00,2.94,6.41,0.0,11.35,0
2025-04-25 22:00:00,2.96,5.98,0.0,11.65,0
2025-04-25 23:00:00,1.47,1.97,0.0,11.11,0
2025-04-26 00:00:00,2.37,4.23,0.0,12.13,0
2025-04-26 01:00:00,2.05,5.3,0.0,12.07,0
2025-04-26 02:00:00,3.16,5.79,0.0,12.32,0
2025-04-26 03:00:00,5.28,7.5,0.0,12.25,0
2025-04-26 04:00:00,4.49,4.99,0.0,12.58,0
2025-04-26 05:00:00,2.15,3.41,0.0,13.67,0
2025-04-26 06:00:00,3.57,5.65,0.0,12.59,0
2025-04-26 07:00:00,4.15,4.65,0.0,10.42,0
2025-04-26 08:00:00,4.68,7.63,0.0,11.8,0
2025-04-26 09:00:00,2.88,4.74,0.0,11.97,0
2025-04-26 10:00:00,2.01,2.51,0.0,10.73,0
2025-04-26 11:00:00,3.24,4.56,0.0,12.66,0
2025-04-26 12:00:00,3.78,5.44,0.0,13.43,0
2025-04-26 13:00:00,3.17,5.01,0.0,11.31,0
2025-04-26 14:00:00,1.63,5.34,0.0,13.01,0
2025-04-26 15:00:00,4.64,7.33,0.0,12.86,0
2025-04-26 16:00:00,2.28,2.78,0.0,12.22,0
2025-04-26 17:00:00,2.56,3.06,0.0,12.66,0
2025-04-26 18:00:00,1.5,3.18,0.0,11.39,0
2025-04-26 19:00:00,3.65,5.8,0.0,12.92,0
2025-04-26 20:00:00,3.09,6.28,0.0,13.01,0
2025-04-26 21:00:00,2.91,6.98,0.0,12.38,0
2025-04-26 22:00:00,1.31,5.45,0.0,12.24,0
2025-04-26 23:00:00,4.2,5.67,0.0,11.37,0
2025-04-27 00:00:00,4.04,7.16,0.0,12.76,0
2025-04-27 01:00:00,4.55,7.06,0.0,12.01,0
2025-04-27 02:00:00,3.57,4.26,0.0,11.89,0
2025-04-27 03:00:00,3.6,4.1,0.0,12.76,0
2025-04-27 04:00:00,3.6,5.77,0.0,11.77,0
2025-04-27 05:00:00,6.63,7.13,0.0,11.44,0
2025-04-27 06:00:00,3.28,4.25,0.0,12.87,0
2025-04-27 07:00:00,2.48,3.65,0.9,10.48,0
2025-04-27 08:00:00,3.37,5.63,0.0,12.58,0
2025-04-27 09:00:00,3.05,6.59,0.0,11.02,0
2025-04-27 10:00:00,5.04,7.05,0.0,10.55,0
2025-04-27 11:00:00,1.71,3.06,0.0,12.53,0
2025-04-27 12:00:00,2.45,2.95,0.0,12.26,0
2025-04-27 13:00:00,3.15,5.7,0.0,11.49,0
2025-04-27 14:00:00,4.25,6.28,0.0,11.08,0
2025-04-27 15:00:00,3.42,4.76,0.0,12.27,0
2025-04-27 16:00:00,4.38,7.78,0.0,11.63,0
2025-04-27 17:00:00,2.77,3.34,0.0,12.63,0
2025-04-27 18:00:00,2.08,3.26,0.0,11.54,0
2025-04-27 19:00:00,3.38,5.09,0.0,11.66,0
2025-04-27 20:00:00,0.79,2.12,0.0,12.89,0
2025-04-27 21:00:00,0.51,3.17,0.0,11.18,0
2025-04-27 22:00:00,3.9,6.46,0.0,10.84,0
2025-04-27 23:00:00,3.17,6.43,0.0,11.25,0
2025-04-28 00:00:00,4.32,6.92,0.0,12.19,0
2025-04-28 01:00:00,2.34,4.2,0.0,13.53,0
2025-04-28 02:00:00,5.1,6.69,0.0,12.12,0
2025-04-28 03:00:00,4.53,7.08,0.0,11.3,0
2025-04-28 04:00:00,3.81,5.59,0.0,11.34,0
2025-04-28 05:00:00,4.18,6.24,0.0,12.33,0
2025-04-28 06:00:00,4.38,6.99,0.0,10.61,0
2025-04-28 07:00:00,2.9,5.07,0.0,10.49,0
2025-04-28 08:00:00,3.39,5.76,0.0,12.16,0
2025-04-28 09:00:00,4.12,5.17,0.0,12.71,0
2025-04-28 10:00:00,3.05,6.67,0.0,12.73,0
2025-04-28 11:00:00,1.6,2.27,0.0,12.28,0
2025-04-28 12:00:00,3.51,6.04,0.0,12.96,0
2025-04-28 13:00:00,3.96,5.37,0.0,11.85,0
2025-04-28 14:00:00,4.04,7.34,0.0,11.7,0
2025-04-28 15:00:00,3.23,6.29,0.0,11.96,0
2025-04-28 16:00:00,3.45,5.45,0.0,12.24,0
2025-04-28 17:00:00,3.57,7.44,0.0,15.0,0
2025-04-28 18:00:00,2.45,4.23,0.0,11.84,0
2025-04-28 19:00:00,0.2,3.26,0.0,12.14,0
2025-04-28 20:00:00,3.86,4.99,0.0,13.39,0
2025-04-28 21:00:00,1.52,4.01,0.0,12.44,0
2025-04-28 22:00:00,1.4,2.28,0.0,10.66,0
2025-04-28 23:00:00,1.63,3.65,0.0,13.38,0
2025-04-29 00:00:00,6.17,8.11,0.0,12.26,0
2025-04-29 01:00:00,3.93,6.98,0.0,9.73,0
2025-04-29 02:00:00,2.34,3.54,0.0,11.67,0
2025-04-29 03:00:00,2.94,8.63,0.0,11.42,0
2025-04-29 04:00:00,3.88,4.38,0.0,11.62,0
2025-04-29 05:00:00,4.62,6.89,0.0,11.97,0
2025-04-29 06:00:00,4.33,6.67,0.0,12.58,0
2025-04-29 07:00:00,2.85,5.5,0.0,13.01,0
2025-04-29 08:00:00,4.27,5.65,0.0,13.04,0
2025-04-29 09:00:00,3.02,5.31,0.0,13.28,0
2025-04-29 10:00:00,4.85,6.17,0.0,11.84,0
2025-04-29 11:00:00,3.47,7.71,0.0,10.33,0
2025-04-29 12:00:00,2.28,3.52,0.0,10.0,0
2025-04-29 13:00:00,3.81,5.63,0.0,12.62,0
2025-04-29 14:00:00,3.25,4.46,0.0,11.95,0
2025-04-29 15:00:00,2.06,3.1,0.0,13.2,0
2025-04-29 16:00:00,3.38,3.88,1.86,11.72,0
2025-04-29 17:00:00,3.17,5.98,0.0,10.6,0
2025-04-29 18:00:00,3.83,5.03,0.0,11.52,0
2025-04-29 19:00:00,3.27,4.31,0.0,12.34,0
2025-04-29 20:00:00,2.24,3.09,0.0,11.11,0
2025-04-29 21:00:00,0.6,2.96,0.0,13.2,0
2025-04-29 22:00:00,3.02,5.04,0.0,11.65,0
2025-04-29 23:00:00,3.39,5.43,0.0,11.74,0
2025-04-30 00:00:00,3.29,4.37,0.0,10.72,0
2025-04-30 01:00:00,0.2,2.72,3.2,12.51,0
2025-04-30 02:00:00,4.44,5.64,0.0,11.84,0
2025-04-30 03:00:00,2.7,4.78,0.0,12.23,0
2025-04-30 04:00:00,4.74,6.57,0.0,11.38,0
2025-04-30 05:00:00,6.04,6.54,0.0,11.68,0
2025-04-30 06:00:00,3.72,8.16,8.39,9.31,0
2025-04-30 07:00:00,4.52,7.21,0.0,12.35,0
2025-04-30 08:00:00,3.96,6.17,0.0,12.46,0
2025-04-30 09:00:00,4.42,6.83,0.0,12.81,0
2025-04-30 10:00:00,3.75,8.21,0.0,12.55,0
2025-04-30 11:00:00,2.81,6.18,0.0,12.44,0
2025-04-30 12:00:00,2.14,4.56,0.0,11.47,0
2025-04-30 13:00:00,4.93,6.08,0.0,11.82,0
2025-04-30 14:00:00,3.35,4.69,0.0,11.02,0
2025-04-30 15:00:00,3.66,4.16,0.0,11.6,0
2025-04-30 16:00:00,3.01,4.57,0.0,12.34,0
2025-04-30 17:00:00,3.62,6.42,0.0,12.32,0
2025-04-30 18:00:00,1.35,4.11,0.0,12.53,0
2025-04-30 19:00:00,2.55,5.29,0.0,13.18,0
2025-04-30 20:00:00,3.14,4.52,0.0,10.95,0
2025-04-30 21:00:00,4.21,6.87,0.0,10.51,0
2025-04-30 22:00:00,6.03,9.02,0.0,11.79,0
2025-04-30 23:00:00,3.51,4.01,0.0,13.18,0
2025-05-01 00:00:00,2.47,4.83,0.0,13.15,0
2025-05-01 01:00:00,2.03,6.53,0.0,12.16,0
2025-05-01 02:00:00,2.57,4.22,0.0,11.77,0
2025-05-01 03:00:00,2.9,3.4,0.0,12.21,0
2025-05-01 04:00:00,0.47,1.5,0.0,12.9,0
2025-05-01 05:00:00,3.22,3.72,0.0,11.38,0
2025-05-01 06:00:00,4.92,6.16,0.0,11.54,0
2025-05-01 07:00:00,4.12,4.65,0.0,12.08,0
2025-05-01 08:00:00,3.64,6.76,0.0,12.9,0
2025-05-01 09:00:00,1.88,4.81,0.0,12.67,0
2025-05-01 10:00:00,4.92,7.33,0.0,10.42,0
2025-05-01 11:00:00,4.08,7.55,0.0,12.67,0
2025-05-01 12:00:00,3.24,4.57,0.0,11.99,0
2025-05-01 13:00:00,0.41,2.5,0.0,12.51,0
2025-05-01 14:00:00,2.27,6.9,8.12,8.99,0
2025-05-01 15:00:00,3.21,5.92,0.0,12.4,0
2025-05-01 16:00:00,2.53,5.23,0.0,12.04,0
2025-05-01 17:00:00,2.72,3.8,0.0,11.56,0
2025-05-01 18:00:00,3.28,4.78,0.0,11.39,0
2025-05-01 19:00:00,2.67,3.47,0.0,11.85,0
2025-05-01 20:00:00,3.35,7.36,0.0,10.96,0
2025-05-01 21:00:00,1.68,2.18,0.0,11.65,0
2025-05-01 22:00:00,1.39,4.49,0.0,11.74,0
2025-05-01 23:00:00,3.62,6.32,0.0,12.83,0
2025-05-02 00:00:00,4.11,4.61,0.0,12.53,0
2025-05-02 01:00:00,4.12,7.49,0.0,13.61,0
2025-05-02 02:00:00,3.85,5.54,0.0,10.66,0
2025-05-02 03:00:00,3.47,3.97,0.0,11.79,0
2025-05-02 04:00:00,4.24,6.68,0.0,12.99,0
2025-05-02 05:00:00,4.52,5.53,0.0,12.22,0
2025-05-02 06:00:00,4.62,6.37,0.0,11.83,0
2025-05-02 07:00:00,7.2,8.59,0.0,11.25,0
2025-05-02 08:00:00,2.88,3.83,0.0,12.56,0
2025-05-02 09:00:00,7.73,8.3,0.0,12.15,0
2025-05-02 10:00:00,2.19,5.14,0.0,11.73,0
2025-05-02 11:00:00,3.96,6.35,0.0,12.81,0
2025-05-02 12:00:00,1.86,4.17,0.0,13.79,0
2025-05-02 13:00:00,3.45,5.02,0.0,11.29,0
2025-05-02 14:00:00,4.07,6.13,0.0,12.47,0
2025-05-02 15:00:00,2.77,3.88,0.0,12.11,0
2025-05-02 16:00:00,3.77,4.86,0.0,12.52,0
2025-05-02 17:00:00,2.01,6.06,0.0,13.06,0
2025-05-02 18:00:00,0.2,3.26,0.0,13.14,0
2025-05-02 19:00:00,3.27,4.6,0.0,11.6,0
2025-05-02 20:00:00,2.64,3.14,0.0,10.67,0
2025-05-02 21:00:00,2.15,2.65,0.0,11.93,0
2025-05-02 22:00:00,2.4,3.64,0.0,11.93,0
2025-05-02 23:00:00,3.57,5.7,0.0,9.8,0
2025-05-03 00:00:00,2.35,4.49,0.0,12.81,0
2025-05-03 01:00:00,3.99,6.16,0.0,11.58,0
2025-05-03 02:00:00,5.16,7.56,0.0,11.96,0
2025-05-03 03:00:00,6.37,7.12,0.0,11.54,0
2025-05-03 04:00:00,5.71,9.52,0.0,11.83,0
2025-05-03 05:00:00,4.3,6.06,0.0,13.02,0
2025-05-03 06:00:00,4.44,6.79,0.0,12.07,0
2025-05-03 07:00:00,3.62,4.83,0.0,13.7,0
2025-05-03 08:00:00,3.46,5.84,0.0,12.5,0
2025-05-03 09:00:00,4.94,9.43,0.0,12.56,0
2025-05-03 10:00:00,3.36,4.17,0.0,11.84,0
2025-05-03 11:00:00,3.98,4.64,0.0,11.95,0
2025-05-03 12:00:00,2.17,3.14,0.0,12.83,0
2025-05-03 13:00:00,4.77,6.37,0.0,12.95,0
2025-05-03 14:00:00,2.54,3.92,0.0,12.21,0
2025-05-03 15:00:00,4.07,4.82,0.0,12.45,0
2025-05-03 16:00:00,1.79,3.73,0.0,11.89,0
2025-05-03 17:00:00,1.65,5.52,0.0,12.18,0
2025-05-03 18:00:00,4.12,5.94,0.0,12.07,0
2025-05-03 19:00:00,1.81,3.69,0.0,12.03,0
2025-05-03 20:00:00,0.75,3.17,0.0,12.8,0
2025-05-03 21:00:00,1.52,4.29,0.0,11.96,0
2025-05-03 22:00:00,3.96,7.6,0.0,11.5,0
2025-05-03 23:00:00,4.03,6.32,0.0,11.78,0
2025-05-04 00:00:00,2.45,4.45,0.0,11.77,0
2025-05-04 01:00:00,2.81,3.62,0.0,12.35,0
2025-05-04 02:00:00,4.57,7.46,0.0,11.55,0
2025-05-04 03:00:00,5.51,6.5,0.0,12.9,0
2025-05-04 04:00:00,3.98,4.92,0.0,11.78,0
2025-05-04 05:00:00,4.8,7.03,0.0,13.26,0
2025-05-04 06:00:00,5.21,9.06,0.0,12.02,0
2025-05-04 07:00:00,6.72,9.59,0.0,12.42,0
2025-05-04 08:00:00,2.67,4.63,0.0,12.79,0
2025-05-04 09:00:00,3.13,3.95,0.0,12.98,0
2025-05-04 10:00:00,3.16,6.98,0.0,12.5,0
2025-05-04 11:00:00,4.57,6.5,0.0,14.1,0
2025-05-04 12:00:00,3.06,4.71,0.0,12.0,0
2025-05-04 13:00:00,3.53,6.2,0.0,10.79,0
2025-05-04 14:00:00,3.11,4.57,0.0,11.97,0
2025-05-04 15:00:00,2.8,3.9,0.0,12.64,0
2025-05-04 16:00:00,2.8,4.01,0.0,12.36,0
2025-05-04 17:00:00,3.83,5.04,0.0,11.19,0
2025-05-04 18:00:00,1.4,2.05,0.0,11.73,0
2025-05-04 19:00:00,2.41,2.93,0.0,11.35,0
2025-05-04 20:00:00,1.21,4.38,0.0,11.47,0
2025-05-04 21:00:00,3.07,5.87,0.0,11.93,0
2025-05-04 22:00:00,2.73,3.74,0.0,12.37,0
2025-05-04 23:00:00,4.44,7.51,0.0,11.42,0
2025-05-05 00:00:00,3.4,5.77,0.0,11.49,0
2025-05-05 01:00:00,3.08,4.69,0.0,12.57,0
2025-05-05 02:00:00,3.51,4.03,0.0,11.31,0
2025-05-05 03:00:00,6.04,8.45,0.0,11.28,0
2025-05-05 04:00:00,2.21,6.45,0.0,13.76,0
2025-05-05 05:00:00,3.42,5.44,0.0,11.58,0
2025-05-05 06:00:00,4.24,7.44,0.0,10.54,0
2025-05-05 07:00:00,3.41,5.16,0.0,11.01,0
2025-05-05 08:00:00,4.68,7.79,0.0,10.41,0
2025-05-05 09:00:00,3.9,5.72,0.0,13.32,0
2025-05-05 10:00:00,4.11,4.61,0.0,11.94,0
2025-05-05 11:00:00,3.75,4.88,0.0,11.17,0
2025-05-05 12:00:00,3.28,5.44,0.0,12.45,0
2025-05-05 13:00:00,1.65,4.94,0.0,13.37,0
2025-05-05 14:00:00,3.21,5.03,0.0,11.86,0
2025-05-05 15:00:00,0.72,2.76,0.0,13.31,0
2025-05-05 16:00:00,1.9,3.2,0.0,11.73,0
2025-05-05 17:00:00,3.22,7.09,0.0,11.06,0
2025-05-05 18:00:00,4.03,7.83,0.0,13.45,0
2025-05-05 19:00:00,5.45,6.64,0.0,11.42,0
2025-05-05 20:00:00,2.19,2.69,0.0,11.55,0
2025-05-05 21:00:00,1.8,2.3,0.0,12.83,0
2025-05-05 22:00:00,3.63,6.35,0.0,12.03,0
2025-05-05 23:00:00,5.44,7.6,0.0,11.91,0
2025-05-06 00:00:00,5.28,6.34,0.0,11.8,0
2025-05-06 01:00:00,2.4,4.73,1.11,11.08,0
2025-05-06 02:00:00,3.67,4.19,0.0,12.14,0
2025-05-06 03:00:00,5.02,7.98,3.73,11.08,0
2025-05-06 04:00:00,5.24,6.78,0.0,11.82,0
2025-05-06 05:00:00,4.92,5.62,0.0,12.45,0
2025-05-06 06:00:00,3.7,5.26,0.0,12.33,0
2025-05-06 07:00:00,4.91,6.43,1.03,11.95,0
2025-05-06 08:00:00,5.25,7.68,0.0,11.77,0
2025-05-06 09:00:00,2.89,6.29,0.0,11.7,0
2025-05-06 10:00:00,5.44,8.77,0.0,12.3,0
2025-05-06 11:00:00,4.84,7.03,0.0,11.04,0
2025-05-06 12:00:00,2.55,4.32,0.0,14.32,0
2025-05-06 13:00:00,4.34,5.66,0.0,9.99,0
2025-05-06 14:00:00,4.01,4.51,0.0,11.55,0
2025-05-06 15:00:00,3.89,5.87,0.0,12.41,0
2025-05-06 16:00:00,4.64,5.62,0.0,12.58,0
2025-05-06 17:00:00,2.65,6.12,0.0,11.32,0
2025-05-06 18:00:00,3.04,4.8,0.0,11.48,0
2025-05-06 19:00:00,0.2,3.1,0.0,12.04,0
2025-05-06 20:00:00,4.09,5.51,0.0,10.91,0
2025-05-06 21:00:00,4.1,5.29,0.0,11.04,0
2025-05-06 22:00:00,4.67,7.39,0.0,12.7,0
2025-05-06 23:00:00,2.11,4.44,0.0,12.65,0
2025-05-07 00:00:00,4.63,7.02,0.0,12.01,0
2025-05-07 01:00:00,4.91,6.79,0.0,12.62,0
2025-05-07 02:00:00,3.1,6.04,0.0,12.07,0
2025-05-07 03:00:00,5.31,8.08,0.0,11.38,0
2025-05-07 04:00:00,4.73,5.23,0.0,11.07,0
2025-05-07 05:00:00,2.21,3.9,0.0,12.5,0
2025-05-07 06:00:00,4.98,8.2,0.0,11.46,0
2025-05-07 07:00:00,3.33,4.11,0.0,12.65,0
2025-05-07 08:00:00,2.16,2.66,0.0,11.76,0
2025-05-07 09:00:00,4.48,6.32,0.0,13.04,0
2025-05-07 10:00:00,3.8,6.42,0.0,11.23,0
2025-05-07 11:00:00,5.37,6.82,0.0,11.09,0
2025-05-07 12:00:00,3.69,7.25,0.0,12.16,0
2025-05-07 13:00:00,4.2,8.42,0.0,11.72,0
2025-05-07 14:00:00,3.69,4.19,0.0,12.12,0
2025-05-07 15:00:00,4.14,5.68,0.0,11.94,0
2025-05-07 16:00:00,1.72,2.22,0.0,11.59,0
2025-05-07 17:00:00,2.94,5.74,0.0,11.79,0
2025-05-07 18:00:00,2.51,3.69,0.0,10.25,0
2025-05-07 19:00:00,3.49,4.92,0.0,13.19,0
2025-05-07 20:00:00,3.09,6.47,0.0,11.49,0
2025-05-07 21:00:00,2.17,2.67,0.0,12.35,0
2025-05-07 22:00:00,2.67,3.17,0.0,10.34,0
2025-05-07 23:00:00,5.25,5.75,0.0,11.29,0
2025-05-08 00:00:00,1.48,5.01,0.0,12.2,0
2025-05-08 01:00:00,4.57,7.82,0.0,13.45,0
2025-05-08 02:00:00,5.4,7.05,0.0,12.35,0
2025-05-08 03:00:00,4.78,5.28,0.0,12.44,0
2025-05-08 04:00:00,6.57,9.57,0.0,11.6,0
2025-05-08 05:00:00,5.41,10.72,0.0,11.98,0
2025-05-08 06:00:00,4.78,6.49,0.0,11.83,0
2025-05-08 07:00:00,3.73,4.28,0.0,12.24,0
2025-05-08 08:00:00,4.69,8.18,0.0,12.98,0
2025-05-08 09:00:00,4.9,5.54,0.0,11.71,0
2025-05-08 10:00:00,3.92,5.48,0.0,12.01,0
2025-05-08 11:00:00,2.83,3.33,0.0,11.68,0
2025-05-08 12:00:00,2.07,3.71,0.0,11.78,0
2025-05-08 13:00:00,3.53,4.03,0.0,12.9,0
2025-05-08 14:00:00,1.34,4.85,0.0,12.35,0
2025-05-08 15:00:00,2.38,3.21,0.0,12.25,0
2025-05-08 16:00:00,0.2,3.14,0.0,11.89,0
2025-05-08 17:00:00,3.74,5.62,0.0,11.3,0
2025-05-08 18:00:00,4.1,6.25,0.0,12.55,0
2025-05-08 19:00:00,2.84,5.46,0.0,12.66,0
2025-05-08 20:00:00,5.02,6.96,0.0,12.7,0
2025-05-08 21:00:00,4.57,5.79,0.0,11.98,0
2025-05-08 22:00:00,3.69,4.72,0.0,11.37,0
