vessel_id,vessel_name,imo_mmsi,line_operator,loa_m,beam_m,draft_m
V1279,GULF STAR 580,IMO9458444|MMSI434449945,Adani Logistics,157.14173437701493,26.00574068421742,9.334387362259552
V1280,BAY NAVIGATOR 69,IMO9770109|MMSI481123954,ONE,284.1622690112963,45.68596280157659,11.394516482618762
V1281,CS SPIRIT 945,IMO9491202|MMSI604963844,Adani Logistics,321.0815077759186,47.40073351329607,13.421520859489995
V1282,TRITON CHALLENGER 156,IMO9682039|MMSI754795914,ZIM,322.92871372626877,49.55669821529814,12.381823485678929
V1283,ORION STAR 412,IMO9602656|MMSI715480159,Adani Logistics,152.75369012494284,25.041621245795977,11.41898393422184
V1284,BAY EAGLE 155,IMO9271426|MMSI639326299,Hapag-Lloyd,324.94512565596466,48.60807736100929,14.716552027366365
V1285,PACIFIC VOYAGER 168,IMO9444893|MMSI691067723,Hapag-Lloyd,292.28629620019325,44.15926175667413,12.632792954613729
V1286,TRITON PRIDE 855,IMO9994064|MMSI802775535,CMA CGM,240.55492484860878,43.89353085289989,11.315840602056243
V1287,TRITON PHOENIX 409,IMO9208286|MMSI620795960,MSC,282.01477342771483,52.831599879022725,11.557718762687617
V1288,OOCL HORIZON 775,IMO9219821|MMSI529233762,CMA CGM,380.4341898450668,44.83873122700362,13.863693228311956
V1289,PACIFIC EXPLORER 93,IMO9838641|MMSI944290666,Evergreen,354.91282891873703,52.59319009133298,12.066744081937975
V1290,MV EAGLE 823,IMO9440416|MMSI829827812,MSC,203.7878361167289,37.25905366121399,12.479594509332584
V1291,ORION NAVIGATOR 308,IMO9240500|MMSI490679079,Maersk,245.03665424081763,42.99329479582068,16.965550472238306
V1292,BAY STAR 145,IMO9888578|MMSI667359701,ONE,275.60016966818256,38.448433735410575,11.62418717788462
V1293,MT STAR 611,IMO9841356|MMSI625298519,ZIM,340.3764948873415,39.83548105761771,14.003753765218915
V1294,ORION HORIZON 179,IMO9981772|MMSI956842161,CMA CGM,225.8355481725602,33.7236420174707,12.146312382909084
V1295,OOCL HORIZON 31,IMO9521724|MMSI619125903,COSCO,273.4941517421828,32.13496291362992,11.744042994048629
V1296,MV TRADER 30,IMO9931995|MMSI905198031,MSC,191.37350120031854,31.659248616085257,8.9408536345174
V1297,NEPTUNE SPIRIT 740,IMO9550716|MMSI582257190,Adani Logistics,343.4066026054098,40.36119258309675,14.118013942200825
V1298,CS PRIDE 992,IMO9498796|MMSI898681476,Evergreen,240.29696385784402,40.94957679700889,10.666010618322886
V1299,MV VOYAGER 488,IMO9492292|MMSI675803064,Samsara Shipping,371.82021324327593,48.438399022665834,15.268752312040627
V1300,SAPPHIRE CHALLENGER 852,IMO9893353|MMSI610761670,ZIM,277.284378967208,48.917587171397955,13.452949469502899
V1301,OOCL CHALLENGER 414,IMO9296012|MMSI512987932,Maersk,318.32776138279746,40.51460198673518,13.803300888857455
V1302,INDIA HORIZON 336,IMO9442521|MMSI802406970,ZIM,296.45988855248186,47.03991641508401,15.28641696736905
V1303,MT EXPLORER 187,IMO9015017|MMSI553496188,Evergreen,261.1538304085975,40.69427920191845,12.954348624886496
V1304,BAY STAR 586,IMO9504130|MMSI919524460,Evergreen,252.48564808544143,40.105114357811466,12.153334361881639
V1305,TRITON SPIRIT 270,IMO9572396|MMSI872299301,Hapag-Lloyd,349.3082623549442,39.945395870998816,12.201273658524485
V1306,INDIA TRADER 827,IMO9914327|MMSI923293606,CMA CGM,213.32007773390114,39.24522408211358,11.663744322716056
V1307,MV EXPLORER 752,IMO9780765|MMSI780036422,Hapag-Lloyd,283.12085347240844,33.65928009264561,11.398967287884052
V1308,ATLANTIC CHALLENGER 970,IMO9556657|MMSI579050174,Adani Logistics,327.33793434778875,46.33733109519567,14.48474798660956
V1309,ORION EXPLORER 286,IMO9051288|MMSI830433938,CMA CGM,327.66087970333524,43.91000751461255,12.212553452574392
V1310,BAY HORIZON 739,IMO9983714|MMSI722115263,ZIM,272.1600275481117,33.51950973745837,11.4669069994594
V1311,CS STAR 774,IMO9430309|MMSI550649491,Hapag-Lloyd,228.78382854946017,40.266516030131974,12.84236606430961
V1312,ORION EAGLE 606,IMO9202764|MMSI666903551,CMA CGM,225.22180176795948,29.47596421858241,10.502235528379108
V1313,OOCL CHALLENGER 758,IMO9614391|MMSI563043621,Evergreen,182.00758682997275,31.257776334575766,11.181114797472302
V1314,OOCL UNITY 319,IMO9549706|MMSI510179022,MSC,277.5570769178614,51.651765931759336,12.407552352515761
V1315,OOCL UNITY 761,IMO9639668|MMSI887873317,ONE,219.71816510165354,31.503693131560425,9.344424538610596
V1316,NEPTUNE VOYAGER 116,IMO9657350|MMSI900928138,MSC,210.51099921604938,30.89508766778294,11.421572070275229
V1317,OOCL PRIDE 750,IMO9632622|MMSI789284435,Hapag-Lloyd,244.68237920320624,36.748140760349855,14.743122044536937
V1318,MT NAVIGATOR 108,IMO9907193|MMSI700866284,Evergreen,355.1987075720227,50.67589332161316,14.30467204927341
V1319,INDIA TRADER 86,IMO9013554|MMSI508588563,Evergreen,322.0704575313014,47.767995599706566,13.171296796115149
V1320,ORION NAVIGATOR 273,IMO9109015|MMSI923837795,Samsara Shipping,308.49827455914516,39.2008437795816,12.060875898011115
V1321,OOCL SPIRIT 859,IMO9832149|MMSI505845958,MSC,248.4848808119703,39.35498873461726,11.618749784206932
V1322,ORION EAGLE 736,IMO9780465|MMSI442804636,Samsara Shipping,227.6693682654895,28.486844561308608,10.602615349381706
V1323,ORION NAVIGATOR 930,IMO9026886|MMSI631970687,Evergreen,325.4406087814283,45.679339926774354,13.535582428530434
V1324,ORION STAR 747,IMO9478804|MMSI672208827,ONE,313.63878297230895,42.692328488913496,12.997978032144363
V1325,TRITON STAR 333,IMO9480462|MMSI682580601,ONE,357.0796231067273,37.94410265641997,13.00448594552125
V1326,YM PHOENIX 878,IMO9093186|MMSI758375577,COSCO,310.95770597353567,49.41393494162819,15.006613225055997
V1327,OOCL CHALLENGER 93,IMO9670513|MMSI836009263,ONE,313.402455264073,43.2907962168514,12.496372093852331
V1328,INDIA CHALLENGER 498,IMO9367624|MMSI761852334,Hapag-Lloyd,305.4749407676918,47.253012622294435,13.955544562393523
V1329,MV PRIDE 195,IMO9610110|MMSI733426453,COSCO,335.1613572732777,46.90936621825188,12.112783548070597
V1330,YM EAGLE 634,IMO9729427|MMSI481534962,Adani Logistics,234.7436164915565,42.14268127661186,12.92851223515532
V1331,BAY UNITY 363,IMO9416029|MMSI542842323,CMA CGM,353.8456662684827,45.71005949237612,12.615646582369868
V1332,ATLANTIC PHOENIX 846,IMO9042753|MMSI664036974,COSCO,281.80111649896975,48.43120245463964,14.338346584084162
V1333,ATLANTIC CHALLENGER 225,IMO9257269|MMSI642485962,ZIM,304.731018009387,44.64925284539331,12.793771898975383
V1334,ATLANTIC STAR 879,IMO9641959|MMSI918910736,ONE,226.99764692499414,43.07305877013009,10.292593472523919
V1335,NEPTUNE NAVIGATOR 590,IMO9931768|MMSI815649533,CMA CGM,235.77840365764962,34.149730089197675,10.973248740717777
V1336,GULF TRADER 922,IMO9970463|MMSI652013447,Evergreen,225.8475215178887,39.59839391983962,10.859678454414654
V1337,APL PRIDE 940,IMO9822312|MMSI944874404,Hapag-Lloyd,208.55650953380604,28.51772842475613,12.339216093790643
V1338,INDIA CHALLENGER 29,IMO9748276|MMSI927003026,ONE,344.6690448629296,54.40048149123235,12.64761487759364
V1339,TRITON VOYAGER 552,IMO9731073|MMSI727127331,Hapag-Lloyd,246.9386402102443,45.100639784338284,14.115018880995803
V1340,BAY STAR 995,IMO9639206|MMSI456877091,Adani Logistics,252.74308215389226,41.754272863593336,13.954384238898387
V1341,CS UNITY 424,IMO9765859|MMSI573094934,Samsara Shipping,346.3992669050726,46.78540935015451,11.627165564002244
V1342,MV NAVIGATOR 952,IMO9519018|MMSI528312253,CMA CGM,266.1098901135988,38.12792499207562,11.195076024904234
V1343,NEPTUNE CHALLENGER 486,IMO9145237|MMSI768610566,Evergreen,236.53636662528433,36.294159487724464,11.052202816840136
V1344,SAPPHIRE PRIDE 189,IMO9273159|MMSI831029772,ONE,341.35843372371755,49.29568610831165,14.718256591340472
V1345,OOCL UNITY 264,IMO9021391|MMSI465391824,ZIM,370.5461146072237,47.9299067517229,11.179886965038063
V1346,MV UNITY 13,IMO9004887|MMSI750962891,CMA CGM,332.1914070105787,47.278949025094335,15.251981243338195
V1347,PACIFIC NAVIGATOR 636,IMO9522401|MMSI595191987,CMA CGM,339.29305515491427,41.449531444257346,11.703210374296164
V1348,GULF SPIRIT 182,IMO9934739|MMSI873195431,Samsara Shipping,293.0941909887593,51.59716454359705,11.851910394249071
V1349,MV SPIRIT 40,IMO9980725|MMSI977232702,ZIM,265.61381212633273,28.5650258153161,10.264530704225555
V1350,OOCL TRADER 700,IMO9189180|MMSI956723166,ONE,316.64283697719304,46.90059900585158,13.441073985742449
V1351,BAY PHOENIX 951,IMO9690474|MMSI988389510,CMA CGM,270.5686296403618,33.359883480082054,12.257610653270364
V1352,ATLANTIC TRADER 145,IMO9251082|MMSI926958290,COSCO,348.10315133640034,41.00584754349912,14.510465051823344
V1353,OOCL UNITY 94,IMO9695743|MMSI744191225,ZIM,273.35841578520024,39.484396459418214,13.076491954159913
V1354,BAY HORIZON 459,IMO9800611|MMSI612645460,ONE,276.725293432851,44.26577998488983,11.655067187634545
V1355,CS PHOENIX 25,IMO9515101|MMSI512011137,Evergreen,336.9511476570698,46.608849848138135,13.62493276382896
V1356,ARABIAN NAVIGATOR 716,IMO9057792|MMSI966452632,ZIM,343.8768064350631,46.12876240896279,13.939443667882054
V1357,YM NAVIGATOR 322,IMO9775167|MMSI451492399,Samsara Shipping,212.64299766486772,40.92129523547426,12.562730889168224
V1358,GULF UNITY 54,IMO9863760|MMSI865793566,Hapag-Lloyd,299.7375566651251,44.16035592127832,14.364769164443915
V1359,MT EXPLORER 102,IMO9479444|MMSI599399647,COSCO,265.2587549431194,33.83128546985431,13.12752212593457
V1360,PACIFIC SPIRIT 656,IMO9642794|MMSI416742547,ZIM,339.4756269149077,38.71612039944319,11.339670754642112
V1361,ATLANTIC NAVIGATOR 834,IMO9959703|MMSI755140851,MSC,324.0250621159934,46.84402282177311,14.698119085560334
V1362,MT HORIZON 146,IMO9627836|MMSI664326419,Evergreen,211.02142938026628,40.64841837486971,10.208378488775576
V1363,INDIA EAGLE 707,IMO9010724|MMSI846555658,Hapag-Lloyd,281.03531457136455,37.747660131757016,13.189557852674433
V1364,MV NAVIGATOR 710,IMO9414678|MMSI444881708,ONE,293.98338437425303,42.7107418944647,12.116415305958984
V1365,OOCL HORIZON 924,IMO9829622|MMSI924562407,Maersk,362.87636197825395,50.56218010141059,14.417844855084992
V1366,ARABIAN UNITY 294,IMO9298534|MMSI680782622,Evergreen,317.85891478403187,40.402911248972124,14.260229168726331
V1367,SAPPHIRE EXPLORER 131,IMO9543398|MMSI438327414,Adani Logistics,331.50779106307056,47.86441370841733,14.809821740120874
V1368,YM PRIDE 781,IMO9727309|MMSI472370603,Evergreen,221.4377068797004,33.67795667916484,11.829451263516889
V1369,CS EXPLORER 617,IMO9554231|MMSI709029918,ZIM,279.9566250862984,46.86622715815454,12.895360607968387
V1370,CS EAGLE 531,IMO9560226|MMSI418749474,Maersk,349.80960941059675,45.620500278902846,15.08159175488116
V1371,APL PRIDE 701,IMO9245012|MMSI406336800,MSC,237.29940019520168,39.18518383660779,12.101330512705658
V1372,MT SPIRIT 559,IMO9077514|MMSI421252959,Hapag-Lloyd,280.2697174808174,36.27303949851966,14.520430033158569
V1373,NEPTUNE PHOENIX 933,IMO9784407|MMSI655195194,Samsara Shipping,295.2919222901684,37.72776591739219,10.950330407594564
V1374,APL PHOENIX 550,IMO9922164|MMSI786692169,ZIM,367.5944113099932,39.51104898592764,13.075048182247723
V1375,YM TRADER 758,IMO9021954|MMSI863573628,ONE,271.91489071895705,39.68473142124763,11.156348293996052
V1376,ATLANTIC EAGLE 129,IMO9880945|MMSI778967915,Adani Logistics,160.0654134252681,23.834467415239757,10.479954239535372
V1377,TRITON EAGLE 475,IMO9381220|MMSI762711422,ZIM,244.4790430311661,31.379475724614075,10.673190294818642
V1378,PACIFIC SPIRIT 200,IMO9994055|MMSI790213781,Hapag-Lloyd,260.7461514313626,35.07769229857002,11.238008409549396
V1379,PACIFIC EAGLE 145,IMO9493074|MMSI516662246,ONE,324.35063340657723,39.21373873848112,15.089776859535355
V1380,PACIFIC TRADER 565,IMO9933153|MMSI568276118,Hapag-Lloyd,274.23146847130005,40.5430344951101,13.383382832269938
V1381,MV CHALLENGER 212,IMO9404719|MMSI585049518,ZIM,353.38806804731223,51.31328502093446,15.314724002067976
V1382,PACIFIC HORIZON 422,IMO9331864|MMSI903133694,Samsara Shipping,308.4084191550874,51.37260921347996,12.200551352013207
V1383,MT NAVIGATOR 100,IMO9825189|MMSI470178740,Samsara Shipping,284.33777051088936,46.63012222065537,14.428191749274331
V1384,BAY TRADER 208,IMO9779704|MMSI561708669,Maersk,376.0510378540228,42.40491312924504,12.701676068889709
V1385,BAY SPIRIT 927,IMO9868487|MMSI879551379,Samsara Shipping,240.31922299557317,33.34220795961249,10.628190341851735
V1386,YM HORIZON 168,IMO9435353|MMSI527174482,Maersk,306.21051071677874,49.971267223418806,14.279891378416627
V1387,ATLANTIC PRIDE 680,IMO9991325|MMSI557460250,ONE,297.73350712940737,41.03993440467071,11.849555966747769
V1388,SAPPHIRE EAGLE 489,IMO9178738|MMSI421425574,Evergreen,240.34347106487095,42.10157649017208,12.072102796380992
V1389,YM PHOENIX 916,IMO9020821|MMSI928030831,Samsara Shipping,156.24154934562142,23.629312359330566,8.811570478651403
V1390,CS HORIZON 139,IMO9654344|MMSI722234793,COSCO,351.778992922944,53.275806516362096,14.204300110730074
V1391,ARABIAN CHALLENGER 812,IMO9994848|MMSI489198631,COSCO,257.8250430040137,34.252143598092275,12.792320831791587
V1392,ORION HORIZON 374,IMO9892603|MMSI671351496,Samsara Shipping,291.87322420269055,44.49615408448116,11.19930797119035
V1393,YM STAR 665,IMO9250404|MMSI729248031,COSCO,218.47335652551595,32.866619882178206,10.824181494711288
V1394,TRITON NAVIGATOR 83,IMO9349090|MMSI991926077,ONE,259.55206645610656,34.109962328589916,11.652757530956142
V1395,MV VOYAGER 390,IMO9209340|MMSI904788545,Samsara Shipping,210.32773960900658,35.04620054418162,12.400407760080366
V1396,GULF UNITY 875,IMO9822209|MMSI855818678,COSCO,323.72528693295556,48.10428614799042,11.521741836974902
V1397,PACIFIC PHOENIX 289,IMO9279626|MMSI489449266,Adani Logistics,255.27813824584968,37.55420911345448,11.591299623357225
V1398,OOCL STAR 831,IMO9134769|MMSI514943641,COSCO,242.79900064007063,39.450353535198495,13.135143960686591
V1399,ATLANTIC PRIDE 885,IMO9079074|MMSI410356496,Samsara Shipping,304.674432665618,40.77727764297885,12.778566823178613
V1400,TRITON NAVIGATOR 895,IMO9346974|MMSI513637038,CMA CGM,339.231826023919,49.83243073346472,14.721638260152803
V1401,YM PRIDE 736,IMO9997606|MMSI498339644,Maersk,224.51903206895983,31.581248871476078,11.08516761672763
V1402,CS EAGLE 329,IMO9655833|MMSI968367500,MSC,255.6770018354352,35.0791074899972,13.589690682297661
V1403,ARABIAN CHALLENGER 693,IMO9620559|MMSI465784237,ZIM,237.82812334412233,48.8031888100502,12.132407507790914
V1404,INDIA HORIZON 900,IMO9568326|MMSI603308276,Hapag-Lloyd,241.26040338743044,38.35954012801458,10.509764605813292
V1405,CS STAR 65,IMO9517915|MMSI769606903,CMA CGM,259.9495087950942,37.39577960649161,12.053168901304767
V1406,MV CHALLENGER 691,IMO9092517|MMSI741877303,ZIM,285.12891627479246,51.67460912847417,13.069650923659475
V1407,INDIA CHALLENGER 860,IMO9334562|MMSI884028801,Samsara Shipping,206.6529031008967,36.44582903475407,12.19074515036236
V1408,SAPPHIRE TRADER 560,IMO9781156|MMSI604317022,ONE,231.08946993797178,44.95904426815251,11.228868351233045
V1409,TRITON TRADER 946,IMO9834930|MMSI832977458,ZIM,265.3961327134479,44.43485346626466,13.442740221954015
V1410,NEPTUNE EAGLE 973,IMO9025668|MMSI549713993,CMA CGM,204.2945332872842,34.20624996875022,12.495228235107891
V1411,MV EAGLE 811,IMO9857111|MMSI585521063,COSCO,352.8690404921772,42.536496205599256,12.44864545353742
V1412,NEPTUNE PHOENIX 154,IMO9284048|MMSI762189456,MSC,315.4994061495817,39.087867345372835,14.187920052103188
V1413,INDIA EXPLORER 195,IMO9510168|MMSI935944154,Adani Logistics,362.21265705506164,46.00592443271206,13.371106882995052
V1414,GULF PRIDE 69,IMO9999240|MMSI747121938,MSC,280.9120970754951,31.35275981611936,10.10407242132273
V1415,SAPPHIRE EXPLORER 427,IMO9514333|MMSI413923840,Adani Logistics,214.65606510020882,33.630229478481546,12.798270040842128
V1416,ORION SPIRIT 125,IMO9628218|MMSI538972343,Samsara Shipping,328.0861036557269,47.28137659906536,15.107099450415229
V1417,SAPPHIRE PRIDE 19,IMO9468795|MMSI797293622,COSCO,351.12668141389776,47.257920935344735,14.078024168121464
V1418,SAPPHIRE VOYAGER 569,IMO9357309|MMSI755473737,COSCO,254.28469976448798,34.0666980127237,10.196350540157166
V1419,ATLANTIC EXPLORER 501,IMO9590660|MMSI904392951,Samsara Shipping,228.29713726807304,35.28870156554908,11.728516370518342
V1420,BAY PRIDE 542,IMO9514788|MMSI896808815,CMA CGM,239.75403409107383,42.998431042649784,13.15661772822856
V1421,NEPTUNE EXPLORER 811,IMO9807346|MMSI696578621,ZIM,276.4629644362304,50.648344602022235,14.073637847010579
V1422,ATLANTIC NAVIGATOR 4,IMO9343109|MMSI782433311,Hapag-Lloyd,312.6207215603035,50.522130916843984,12.721939845953464
V1423,SAPPHIRE TRADER 620,IMO9926116|MMSI975858660,COSCO,380.9929999230617,50.074419505037156,11.572416795503038
V1424,MT CHALLENGER 907,IMO9204412|MMSI962106192,ONE,370.87075259719336,41.70291602562782,14.011595450615122
V1425,ARABIAN VOYAGER 210,IMO9151057|MMSI717938579,MSC,274.06922423374255,42.513187847431375,13.662984388833198
V1426,TRITON HORIZON 458,IMO9656293|MMSI810190265,COSCO,332.4329615993382,51.20241143436383,14.902382277259823
V1427,TRITON VOYAGER 203,IMO9740605|MMSI886763125,ONE,260.20089610258754,44.83198405056035,15.769205740202334
V1428,APL HORIZON 105,IMO9548175|MMSI575429796,Maersk,311.60557261622466,46.62824227120972,13.28238020835866
V1429,CS EAGLE 352,IMO9787324|MMSI474707226,COSCO,239.67986813099796,48.209951456131996,15.18371714996956
V1430,CS EXPLORER 460,IMO9166786|MMSI523747827,CMA CGM,201.4070441361122,24.852343740941294,8.693532935584155
V1431,MV STAR 659,IMO9883837|MMSI642150114,MSC,362.3850501225654,42.21533697228861,11.552971924641131
V1432,BAY TRADER 397,IMO9792684|MMSI824996442,CMA CGM,217.45970914676084,41.06968185043194,10.37557804273326
V1433,CS STAR 205,IMO9618312|MMSI438660704,Evergreen,153.00529463678077,22.961611512464206,11.309545685267585
V1434,GULF UNITY 921,IMO9869307|MMSI576286051,Maersk,361.1967971809388,46.04093973525334,11.309739702651237
V1435,ARABIAN VOYAGER 570,IMO9392482|MMSI948552823,Samsara Shipping,204.8587946391951,43.061731594696504,11.982282671910523
V1436,PACIFIC TRADER 920,IMO9272988|MMSI821585878,COSCO,240.11501424372645,37.881329186782764,11.55537605019969
V1437,NEPTUNE EXPLORER 190,IMO9118167|MMSI444732180,Samsara Shipping,348.9246977129471,43.07367301269621,12.869312719523272
V1438,ARABIAN CHALLENGER 691,IMO9224754|MMSI725741709,Samsara Shipping,249.2423325729739,41.11254693911545,12.2103213937753
V1439,MV VOYAGER 13,IMO9226936|MMSI594260450,Hapag-Lloyd,171.64713990637352,24.072553434059056,8.380709970385983
V1440,TRITON EAGLE 617,IMO9790478|MMSI577443658,COSCO,233.50868003176842,41.32481992990191,11.358038374490388
V1441,OOCL STAR 874,IMO9032715|MMSI453717193,Maersk,272.7223655582755,38.206391440697566,12.718422142333722
V1442,NEPTUNE CHALLENGER 582,IMO9167234|MMSI504402785,ZIM,285.1939287448431,43.34029573552183,12.47583321216196
V1443,CS VOYAGER 428,IMO9685376|MMSI424045945,COSCO,218.96710132583794,33.01022446227321,11.672650178276218
V1444,INDIA PHOENIX 953,IMO9977530|MMSI619758400,CMA CGM,296.17837178604,43.926067135737405,14.099059575160513
V1445,YM STAR 116,IMO9090277|MMSI652117608,ZIM,230.31110676533012,36.93965054364324,11.139938467665738
V1446,SAPPHIRE PRIDE 749,IMO9725406|MMSI564599097,MSC,318.7360947606672,37.613003061317684,13.050528233214358
V1447,SAPPHIRE EAGLE 851,IMO9488323|MMSI842837170,MSC,273.57503264822066,43.972261127544336,12.780207313916344
V1448,INDIA CHALLENGER 289,IMO9753790|MMSI914506141,Maersk,255.37851587558384,43.592116286875736,13.810452776916716
V1449,TRITON STAR 666,IMO9046266|MMSI867447593,Hapag-Lloyd,259.8422140273093,42.086162071084075,10.978778996022855
V1450,GULF PRIDE 613,IMO9385138|MMSI889902736,ONE,257.26888569423977,29.08775131668649,10.39220384642901
V1451,APL TRADER 753,IMO9670369|MMSI772360508,Adani Logistics,359.374112645502,48.46138003904564,15.382049209040273
V1452,ARABIAN HORIZON 834,IMO9705332|MMSI930976793,COSCO,355.5733108961703,50.01870062582068,15.181738847905411
V1453,INDIA HORIZON 341,IMO9969638|MMSI785117575,Samsara Shipping,355.3005513104933,49.297742193972866,11.735484530175698
V1454,APL SPIRIT 350,IMO9566452|MMSI571184472,COSCO,287.693525679092,44.73994251647487,14.363482296520838
V1455,ORION PRIDE 514,IMO9570421|MMSI445073984,Maersk,338.39780797344565,39.67454821922146,13.026509252187026
V1456,BAY PHOENIX 120,IMO9341298|MMSI800851579,Hapag-Lloyd,247.5985149031191,43.73582485591418,12.036997201550903
V1457,GULF CHALLENGER 418,IMO9721211|MMSI514274720,Samsara Shipping,326.84193781167613,44.76254306810975,13.61450808626139
V1458,OOCL PHOENIX 148,IMO9960331|MMSI477531324,MSC,368.59107920837187,42.79648392043163,15.192058833238367
V1459,ARABIAN TRADER 398,IMO9393127|MMSI623819775,MSC,368.4085780460244,48.58234191046,11.981502976090267
V1460,MT PHOENIX 328,IMO9368571|MMSI433329291,ZIM,248.22456883986982,30.186742730701766,12.582937523221158
V1461,GULF NAVIGATOR 503,IMO9028655|MMSI807986780,Evergreen,231.37156404196844,42.357847024642524,9.855222144678343
V1462,CS PRIDE 252,IMO9759461|MMSI500937770,ONE,241.6725922360648,32.169342032884224,12.109470914932745
V1463,BAY VOYAGER 566,IMO9814915|MMSI884471226,MSC,299.29560916481387,50.31312495911754,13.960187007513813
V1464,MV UNITY 456,IMO9072456|MMSI939096367,Samsara Shipping,223.42552988662484,37.829063658054864,12.51205905044869
V1465,MT VOYAGER 600,IMO9123384|MMSI954841403,Adani Logistics,229.5757528638057,42.54796331582503,13.393248391727466
V1466,ARABIAN SPIRIT 340,IMO9447460|MMSI517762169,MSC,275.30606381936593,50.15142517011788,13.824844171451069
V1467,SAPPHIRE EXPLORER 6,IMO9406117|MMSI589656739,ZIM,214.4045015011084,43.999320696946995,12.877861077884042
V1468,SAPPHIRE EXPLORER 731,IMO9466266|MMSI524650196,COSCO,267.9650755952638,36.32541710912836,11.066104133495198
V1469,GULF CHALLENGER 441,IMO9021535|MMSI963902596,ZIM,304.18844305065153,53.291516997057755,15.727639845594233
V1470,MT VOYAGER 447,IMO9584352|MMSI853393108,ZIM,350.3476975338751,52.7016376197264,13.483865683431766
V1471,ATLANTIC HORIZON 124,IMO9025280|MMSI573941155,Evergreen,332.8098798508013,45.259514211560784,12.954999241047878
V1472,GULF UNITY 270,IMO9501093|MMSI471746227,Adani Logistics,209.76458065046978,36.21039683457209,11.643384032208838
V1473,MT EXPLORER 208,IMO9154546|MMSI722490952,Adani Logistics,279.6616216018074,38.84774471445294,12.751166414179476
V1474,MV PRIDE 538,IMO9698258|MMSI685494550,MSC,297.8363441460605,46.32893619522817,13.074561776686012
V1475,SAPPHIRE EXPLORER 194,IMO9696292|MMSI909769187,Hapag-Lloyd,266.8529937560555,35.23602780475631,10.451065070679011
V1476,CS HORIZON 684,IMO9133122|MMSI947466482,Adani Logistics,233.47763386597916,37.96697881256338,11.271030757523372
V1477,YM EXPLORER 642,IMO9790011|MMSI844001496,Samsara Shipping,314.14148384272494,43.21250741461115,14.966314236844417
V1478,MT EAGLE 44,IMO9912962|MMSI744120916,Evergreen,375.15600279438996,48.103044645067925,14.528628567146683
V1479,GULF VOYAGER 403,IMO9294475|MMSI898760695,MSC,389.7166402760503,38.274421608037024,12.635509030664096
V1480,BAY VOYAGER 876,IMO9994570|MMSI904564045,Adani Logistics,288.00878201451206,52.75934180324255,15.457592717041639
V1481,CS CHALLENGER 502,IMO9359042|MMSI972024267,COSCO,200.1364703500029,30.727691475517126,10.680865167412934
V1482,ARABIAN SPIRIT 526,IMO9238909|MMSI736136625,ONE,230.54974614488623,32.64367279316179,11.520992857232631
V1483,ARABIAN EXPLORER 846,IMO9351271|MMSI955845816,COSCO,284.1961763489583,37.5383758893538,14.977749158562819
V1484,APL CHALLENGER 303,IMO9199193|MMSI788143641,Samsara Shipping,221.13188020247136,42.794810165491214,12.572797949061762
V1485,YM PRIDE 742,IMO9757850|MMSI712953988,Samsara Shipping,316.6984077542067,52.194658908452595,14.42020620959326
V1486,GULF EXPLORER 402,IMO9507870|MMSI690705391,ZIM,355.10753324067724,38.124979710565334,12.449969084582705
V1487,CS VOYAGER 128,IMO9394853|MMSI991291816,ONE,249.46293988169342,32.67638307765759,11.252454988562054
V1488,TRITON UNITY 598,IMO9861046|MMSI697524906,ZIM,241.6712480823338,32.462303425130614,9.525082542553136
V1489,SAPPHIRE SPIRIT 111,IMO9499508|MMSI869410109,Evergreen,292.93532472224695,42.03602491035047,15.651689338604168
V1490,MT STAR 868,IMO9073693|MMSI697808762,COSCO,,,
V1491,PACIFIC STAR 913,IMO9692371|MMSI464295540,Evergreen,260.54304202469643,41.52277986142053,10.896911277521104
V1492,ATLANTIC EXPLORER 226,IMO9648347|MMSI686405358,Evergreen,,,
V1493,BAY EXPLORER 176,IMO9844848|MMSI811535173,MSC,241.93524863952837,27.944275809974318,11.562110662372055
V1494,INDIA PHOENIX 128,IMO9100331|MMSI664347668,Samsara Shipping,361.4136829192725,46.61567259304519,11.636666278320165
V1495,ATLANTIC VOYAGER 110,IMO9003322|MMSI656378128,CMA CGM,278.03765457893667,36.78851282821208,12.62625038341651
V1496,ATLANTIC PRIDE 868,IMO9085980|MMSI838660699,Hapag-Lloyd,265.7194667150669,41.26359601678841,14.202290661351633
V1497,INDIA EXPLORER 903,IMO9706017|MMSI927765396,MSC,278.9993925011069,43.451778764634895,13.648738888675227
V1498,SAPPHIRE UNITY 631,IMO9406743|MMSI874797329,MSC,287.0021444389695,40.600226046442145,13.617711540965182
V1499,NEPTUNE EXPLORER 224,IMO9329474|MMSI779315930,CMA CGM,303.4044091306235,41.930321306813795,12.033758056525853
V1500,SAPPHIRE STAR 703,IMO9980696|MMSI662071276,Evergreen,358.3322842269739,37.68225862604036,10.829568929051257
V1501,GULF STAR 779,IMO9239683|MMSI496607232,Evergreen,170.6016176861312,23.79182761901021,9.045015698142224
V1502,INDIA PHOENIX 153,IMO9307393|MMSI552078385,Maersk,354.755401276786,52.07344923706518,13.597397913680071
V1503,ARABIAN HORIZON 534,IMO9070022|MMSI648910141,Evergreen,332.38814590924625,41.59558660643857,14.60967170940318
V1504,SAPPHIRE EAGLE 917,IMO9176083|MMSI653666379,Adani Logistics,298.5007923913518,43.98260248276865,12.164197859302387
